sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step16,seed8,8,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.03379613161087036,1,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step16,seed8,8,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0359538197517395,2,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step16,seed8,8,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04178297519683838,3,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step16,seed8,8,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.033876240253448486,4,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step16,seed8,8,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.03521931171417236,5,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step16,seed8,8,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.038549959659576416,6,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step16,seed8,8,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step16,seed8,8,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.06673729419708252,1,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step16,seed8,8,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.08064252138137817,2,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step16,seed8,8,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0905877947807312,3,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step16,seed8,8,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.07866072654724121,4,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step16,seed8,8,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.08508604764938354,5,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step16,seed8,8,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.09766590595245361,6,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step16,seed8,8,16
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0,0,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step16,seed8,8,16
It was a humane act.,It was a magic act.,act,act,Different Sense,0.027219653129577637,1,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step16,seed8,8,16
It was a humane act.,It was a magic act.,act,act,Different Sense,0.03608626127243042,2,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step16,seed8,8,16
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0379752516746521,3,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step16,seed8,8,16
It was a humane act.,It was a magic act.,act,act,Different Sense,0.03361934423446655,4,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step16,seed8,8,16
It was a humane act.,It was a magic act.,act,act,Different Sense,0.03616917133331299,5,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step16,seed8,8,16
