sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,70426624,EleutherAI/pythia-70m,step100000,seed7,7,100000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.023846566677093506,1,2.181818182,6,6,0,70426624,EleutherAI/pythia-70m,step100000,seed7,7,100000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.05864840745925903,2,2.181818182,6,6,0,70426624,EleutherAI/pythia-70m,step100000,seed7,7,100000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.12459063529968262,3,2.181818182,6,6,0,70426624,EleutherAI/pythia-70m,step100000,seed7,7,100000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0482141375541687,4,2.181818182,6,6,0,70426624,EleutherAI/pythia-70m,step100000,seed7,7,100000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.057793259620666504,5,2.181818182,6,6,0,70426624,EleutherAI/pythia-70m,step100000,seed7,7,100000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.003600597381591797,6,2.181818182,6,6,0,70426624,EleutherAI/pythia-70m,step100000,seed7,7,100000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,6,7,1,70426624,EleutherAI/pythia-70m,step100000,seed7,7,100000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.05732548236846924,1,2.0,6,7,1,70426624,EleutherAI/pythia-70m,step100000,seed7,7,100000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.09786850214004517,2,2.0,6,7,1,70426624,EleutherAI/pythia-70m,step100000,seed7,7,100000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.13327491283416748,3,2.0,6,7,1,70426624,EleutherAI/pythia-70m,step100000,seed7,7,100000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.05903548002243042,4,2.0,6,7,1,70426624,EleutherAI/pythia-70m,step100000,seed7,7,100000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.08769422769546509,5,2.0,6,7,1,70426624,EleutherAI/pythia-70m,step100000,seed7,7,100000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.005566954612731934,6,2.0,6,7,1,70426624,EleutherAI/pythia-70m,step100000,seed7,7,100000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0,0,2.818181818,7,6,1,70426624,EleutherAI/pythia-70m,step100000,seed7,7,100000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.01775270700454712,1,2.818181818,7,6,1,70426624,EleutherAI/pythia-70m,step100000,seed7,7,100000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.038961946964263916,2,2.818181818,7,6,1,70426624,EleutherAI/pythia-70m,step100000,seed7,7,100000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.08386456966400146,3,2.818181818,7,6,1,70426624,EleutherAI/pythia-70m,step100000,seed7,7,100000
