sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step32,seed1,1,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.024517536163330078,1,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step32,seed1,1,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.029584407806396484,2,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step32,seed1,1,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.03342556953430176,3,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step32,seed1,1,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.032958984375,4,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step32,seed1,1,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.03023970127105713,5,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step32,seed1,1,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.02934175729751587,6,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step32,seed1,1,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.02680128812789917,7,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step32,seed1,1,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.025189340114593506,8,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step32,seed1,1,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.023618996143341064,9,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step32,seed1,1,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.021271228790283203,10,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step32,seed1,1,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.01882314682006836,11,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step32,seed1,1,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.017073631286621094,12,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step32,seed1,1,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.015560388565063477,13,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step32,seed1,1,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.014486849308013916,14,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step32,seed1,1,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.013450443744659424,15,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step32,seed1,1,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.012593567371368408,16,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step32,seed1,1,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.011503756046295166,17,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step32,seed1,1,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.010652780532836914,18,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step32,seed1,1,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.009886026382446289,19,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step32,seed1,1,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.008990466594696045,20,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step32,seed1,1,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.008311331272125244,21,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step32,seed1,1,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.007770240306854248,22,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step32,seed1,1,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.007060527801513672,23,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step32,seed1,1,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.006401538848876953,24,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step32,seed1,1,32
