sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,70426624,EleutherAI/pythia-70m,step128,seed3,3,128
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.024713337421417236,1,2.181818182,6,6,0,70426624,EleutherAI/pythia-70m,step128,seed3,3,128
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.02253115177154541,2,2.181818182,6,6,0,70426624,EleutherAI/pythia-70m,step128,seed3,3,128
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.015813708305358887,3,2.181818182,6,6,0,70426624,EleutherAI/pythia-70m,step128,seed3,3,128
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.01174098253250122,4,2.181818182,6,6,0,70426624,EleutherAI/pythia-70m,step128,seed3,3,128
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.006243765354156494,5,2.181818182,6,6,0,70426624,EleutherAI/pythia-70m,step128,seed3,3,128
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0032801032066345215,6,2.181818182,6,6,0,70426624,EleutherAI/pythia-70m,step128,seed3,3,128
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,6,7,1,70426624,EleutherAI/pythia-70m,step128,seed3,3,128
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.035247087478637695,1,2.0,6,7,1,70426624,EleutherAI/pythia-70m,step128,seed3,3,128
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.03550457954406738,2,2.0,6,7,1,70426624,EleutherAI/pythia-70m,step128,seed3,3,128
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.03417706489562988,3,2.0,6,7,1,70426624,EleutherAI/pythia-70m,step128,seed3,3,128
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.02495485544204712,4,2.0,6,7,1,70426624,EleutherAI/pythia-70m,step128,seed3,3,128
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.01579105854034424,5,2.0,6,7,1,70426624,EleutherAI/pythia-70m,step128,seed3,3,128
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.009163081645965576,6,2.0,6,7,1,70426624,EleutherAI/pythia-70m,step128,seed3,3,128
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0,0,2.818181818,7,6,1,70426624,EleutherAI/pythia-70m,step128,seed3,3,128
It was a humane act.,It was a magic act.,act,act,Different Sense,0.040772318840026855,1,2.818181818,7,6,1,70426624,EleutherAI/pythia-70m,step128,seed3,3,128
It was a humane act.,It was a magic act.,act,act,Different Sense,0.036352336406707764,2,2.818181818,7,6,1,70426624,EleutherAI/pythia-70m,step128,seed3,3,128
It was a humane act.,It was a magic act.,act,act,Different Sense,0.030108094215393066,3,2.818181818,7,6,1,70426624,EleutherAI/pythia-70m,step128,seed3,3,128
It was a humane act.,It was a magic act.,act,act,Different Sense,0.02014768123626709,4,2.818181818,7,6,1,70426624,EleutherAI/pythia-70m,step128,seed3,3,128
