sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.013036727905273438,1,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.01908630132675171,2,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.015991389751434326,3,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.03244584798812866,4,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0358540415763855,5,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04227495193481445,6,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.015740394592285156,1,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.02706301212310791,2,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.03388744592666626,3,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.05176502466201782,4,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.05314725637435913,5,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.06120234727859497,6,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0,0,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.013930797576904297,1,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.023803234100341797,2,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.023106276988983154,3,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.034474730491638184,4,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.03412342071533203,5,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.027803421020507812,6,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.023816823959350586,1,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.0413936972618103,2,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.04105222225189209,3,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.04077315330505371,4,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.03409761190414429,5,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.031169772148132324,6,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.0,0,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.013719499111175537,1,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.023882269859313965,2,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.019402921199798584,3,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.04174959659576416,4,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.046519577503204346,5,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.050749123096466064,6,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.0,0,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.015256285667419434,1,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.02418076992034912,2,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.028623461723327637,3,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.040659427642822266,4,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.039163053035736084,5,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.03843742609024048,6,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.0,0,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step1000,seed3,3,1000
