sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.029963791370391846,1,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.036513447761535645,2,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04285389184951782,3,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.043260931968688965,4,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04119044542312622,5,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04425019025802612,6,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04569917917251587,7,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04512012004852295,8,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04328066110610962,9,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04177457094192505,10,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04223489761352539,11,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.042224884033203125,12,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.03506433963775635,1,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.04207402467727661,2,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.046455323696136475,3,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.04890608787536621,4,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.04631584882736206,5,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.04935997724533081,6,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.05276983976364136,7,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.05129164457321167,8,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.05174577236175537,9,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.05192333459854126,10,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.053663551807403564,11,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.054005444049835205,12,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0,0,2.818181818,7,6,1,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a humane act.,It was a magic act.,act,act,Different Sense,0.04014086723327637,1,2.818181818,7,6,1,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a humane act.,It was a magic act.,act,act,Different Sense,0.04869794845581055,2,2.818181818,7,6,1,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a humane act.,It was a magic act.,act,act,Different Sense,0.05637317895889282,3,2.818181818,7,6,1,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a humane act.,It was a magic act.,act,act,Different Sense,0.058078885078430176,4,2.818181818,7,6,1,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a humane act.,It was a magic act.,act,act,Different Sense,0.05335873365402222,5,2.818181818,7,6,1,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a humane act.,It was a magic act.,act,act,Different Sense,0.05312061309814453,6,2.818181818,7,6,1,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a humane act.,It was a magic act.,act,act,Different Sense,0.054255902767181396,7,2.818181818,7,6,1,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a humane act.,It was a magic act.,act,act,Different Sense,0.050987839698791504,8,2.818181818,7,6,1,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a humane act.,It was a magic act.,act,act,Different Sense,0.04853171110153198,9,2.818181818,7,6,1,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a humane act.,It was a magic act.,act,act,Different Sense,0.048438966274261475,10,2.818181818,7,6,1,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a humane act.,It was a magic act.,act,act,Different Sense,0.047324180603027344,11,2.818181818,7,6,1,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0476764440536499,12,2.818181818,7,6,1,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.80952381,7,7,0,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.03529483079910278,1,2.80952381,7,7,0,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.04709440469741821,2,2.80952381,7,7,0,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.05292189121246338,3,2.80952381,7,7,0,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.056439220905303955,4,2.80952381,7,7,0,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.056537926197052,5,2.80952381,7,7,0,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.05785715579986572,6,2.80952381,7,7,0,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.06130951642990112,7,2.80952381,7,7,0,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.06223958730697632,8,2.80952381,7,7,0,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.06114351749420166,9,2.80952381,7,7,0,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.06088787317276001,10,2.80952381,7,7,0,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.0626029372215271,11,2.80952381,7,7,0,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.060643672943115234,12,2.80952381,7,7,0,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.0,0,3.9,6,7,1,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.04073953628540039,1,3.9,6,7,1,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.05133378505706787,2,3.9,6,7,1,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.05900686979293823,3,3.9,6,7,1,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.061474382877349854,4,3.9,6,7,1,162322944,EleutherAI/pythia-160m,step2,seed4,4,2
