sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,70426624,EleutherAI/pythia-70m,step256,seed8,8,256
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.03750413656234741,1,2.181818182,6,6,0,70426624,EleutherAI/pythia-70m,step256,seed8,8,256
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04647129774093628,2,2.181818182,6,6,0,70426624,EleutherAI/pythia-70m,step256,seed8,8,256
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.038909196853637695,3,2.181818182,6,6,0,70426624,EleutherAI/pythia-70m,step256,seed8,8,256
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.03573024272918701,4,2.181818182,6,6,0,70426624,EleutherAI/pythia-70m,step256,seed8,8,256
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.029736757278442383,5,2.181818182,6,6,0,70426624,EleutherAI/pythia-70m,step256,seed8,8,256
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.02273714542388916,6,2.181818182,6,6,0,70426624,EleutherAI/pythia-70m,step256,seed8,8,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,6,7,1,70426624,EleutherAI/pythia-70m,step256,seed8,8,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.04983252286911011,1,2.0,6,7,1,70426624,EleutherAI/pythia-70m,step256,seed8,8,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.06525784730911255,2,2.0,6,7,1,70426624,EleutherAI/pythia-70m,step256,seed8,8,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.06091183423995972,3,2.0,6,7,1,70426624,EleutherAI/pythia-70m,step256,seed8,8,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.06020134687423706,4,2.0,6,7,1,70426624,EleutherAI/pythia-70m,step256,seed8,8,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.05646967887878418,5,2.0,6,7,1,70426624,EleutherAI/pythia-70m,step256,seed8,8,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.04782348871231079,6,2.0,6,7,1,70426624,EleutherAI/pythia-70m,step256,seed8,8,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0,0,2.818181818,7,6,1,70426624,EleutherAI/pythia-70m,step256,seed8,8,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.04699486494064331,1,2.818181818,7,6,1,70426624,EleutherAI/pythia-70m,step256,seed8,8,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.06504148244857788,2,2.818181818,7,6,1,70426624,EleutherAI/pythia-70m,step256,seed8,8,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.06820237636566162,3,2.818181818,7,6,1,70426624,EleutherAI/pythia-70m,step256,seed8,8,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.06722456216812134,4,2.818181818,7,6,1,70426624,EleutherAI/pythia-70m,step256,seed8,8,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.05603325366973877,5,2.818181818,7,6,1,70426624,EleutherAI/pythia-70m,step256,seed8,8,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.044133901596069336,6,2.818181818,7,6,1,70426624,EleutherAI/pythia-70m,step256,seed8,8,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.80952381,7,7,0,70426624,EleutherAI/pythia-70m,step256,seed8,8,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.05306941270828247,1,2.80952381,7,7,0,70426624,EleutherAI/pythia-70m,step256,seed8,8,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.07020401954650879,2,2.80952381,7,7,0,70426624,EleutherAI/pythia-70m,step256,seed8,8,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.0678831934928894,3,2.80952381,7,7,0,70426624,EleutherAI/pythia-70m,step256,seed8,8,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.07046276330947876,4,2.80952381,7,7,0,70426624,EleutherAI/pythia-70m,step256,seed8,8,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.06327933073043823,5,2.80952381,7,7,0,70426624,EleutherAI/pythia-70m,step256,seed8,8,256
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.051214754581451416,6,2.80952381,7,7,0,70426624,EleutherAI/pythia-70m,step256,seed8,8,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.0,0,3.9,6,7,1,70426624,EleutherAI/pythia-70m,step256,seed8,8,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.04227632284164429,1,3.9,6,7,1,70426624,EleutherAI/pythia-70m,step256,seed8,8,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.055302977561950684,2,3.9,6,7,1,70426624,EleutherAI/pythia-70m,step256,seed8,8,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.057283639907836914,3,3.9,6,7,1,70426624,EleutherAI/pythia-70m,step256,seed8,8,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.05534565448760986,4,3.9,6,7,1,70426624,EleutherAI/pythia-70m,step256,seed8,8,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.04909467697143555,5,3.9,6,7,1,70426624,EleutherAI/pythia-70m,step256,seed8,8,256
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.041399240493774414,6,3.9,6,7,1,70426624,EleutherAI/pythia-70m,step256,seed8,8,256
