sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step256,seed6,6,256
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.01923227310180664,1,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step256,seed6,6,256
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.02242177724838257,2,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step256,seed6,6,256
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.027245938777923584,3,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step256,seed6,6,256
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.026189744472503662,4,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step256,seed6,6,256
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.014552712440490723,5,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step256,seed6,6,256
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.005725085735321045,6,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step256,seed6,6,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step256,seed6,6,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.034413814544677734,1,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step256,seed6,6,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.052441179752349854,2,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step256,seed6,6,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.06354182958602905,3,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step256,seed6,6,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.05851811170578003,4,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step256,seed6,6,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.030952095985412598,5,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step256,seed6,6,256
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.011418640613555908,6,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step256,seed6,6,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0,0,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step256,seed6,6,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.031216204166412354,1,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step256,seed6,6,256
It was a humane act.,It was a magic act.,act,act,Different Sense,0.02854865789413452,2,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step256,seed6,6,256
