sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step143000,seed8,8,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.007667243480682373,1,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step143000,seed8,8,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.02948671579360962,2,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step143000,seed8,8,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.03912544250488281,3,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step143000,seed8,8,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.15034371614456177,4,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step143000,seed8,8,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.10367125272750854,5,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step143000,seed8,8,143000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.00021266937255859375,6,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step143000,seed8,8,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step143000,seed8,8,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.005761623382568359,1,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step143000,seed8,8,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.020536601543426514,2,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step143000,seed8,8,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.05106467008590698,3,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step143000,seed8,8,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.2647407650947571,4,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step143000,seed8,8,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.14597177505493164,5,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step143000,seed8,8,143000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.00022923946380615234,6,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step143000,seed8,8,143000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0,0,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step143000,seed8,8,143000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.007033050060272217,1,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step143000,seed8,8,143000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.014630615711212158,2,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step143000,seed8,8,143000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.028843164443969727,3,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step143000,seed8,8,143000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.24168306589126587,4,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step143000,seed8,8,143000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.09386414289474487,5,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step143000,seed8,8,143000
