sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.024899661540985107,1,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0339810848236084,2,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0342293381690979,3,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0332220196723938,4,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.031243205070495605,5,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.02911245822906494,6,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.026874780654907227,7,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.024197518825531006,8,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.022359728813171387,9,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.021235346794128418,10,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.020084857940673828,11,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.018369436264038086,12,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.017430603504180908,13,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.016485095024108887,14,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.015831053256988525,15,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.015172004699707031,16,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.014061152935028076,17,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.013268828392028809,18,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.012674212455749512,19,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.012262403964996338,20,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.011800765991210938,21,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.011261045932769775,22,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.010918021202087402,23,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.010340631008148193,24,2.181818182,6,6,0,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.03166329860687256,1,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.04378920793533325,2,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.04624444246292114,3,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0455893874168396,4,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.04243016242980957,5,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.037719786167144775,6,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.03429901599884033,7,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.030694425106048584,8,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.02898275852203369,9,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.027299821376800537,10,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.02694404125213623,11,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.024666011333465576,12,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.023516356945037842,13,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.02213066816329956,14,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.021027028560638428,15,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.01991426944732666,16,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.018713533878326416,17,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.01777482032775879,18,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.017266809940338135,19,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.01725447177886963,20,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.01636606454849243,21,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.015643954277038574,22,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.015375614166259766,23,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.014523804187774658,24,2.0,6,7,1,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0,0,2.818181818,7,6,1,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a humane act.,It was a magic act.,act,act,Different Sense,0.03684908151626587,1,2.818181818,7,6,1,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
It was a humane act.,It was a magic act.,act,act,Different Sense,0.04870486259460449,2,2.818181818,7,6,1,405334016,EleutherAI/pythia-410m,step16,seed2,2,16
