sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step100000,seed7,7,100000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.05685180425643921,1,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step100000,seed7,7,100000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.10043656826019287,2,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step100000,seed7,7,100000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.10638618469238281,3,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step100000,seed7,7,100000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.16179996728897095,4,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step100000,seed7,7,100000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.14176428318023682,5,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step100000,seed7,7,100000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.11965060234069824,6,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step100000,seed7,7,100000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.08662348985671997,7,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step100000,seed7,7,100000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.07549333572387695,8,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step100000,seed7,7,100000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06600821018218994,9,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step100000,seed7,7,100000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06787139177322388,10,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step100000,seed7,7,100000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0658409595489502,11,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step100000,seed7,7,100000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.049529194831848145,12,2.181818182,6,6,0,162322944,EleutherAI/pythia-160m,step100000,seed7,7,100000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step100000,seed7,7,100000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.07617765665054321,1,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step100000,seed7,7,100000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.11506426334381104,2,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step100000,seed7,7,100000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.12454086542129517,3,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step100000,seed7,7,100000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.18227273225784302,4,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step100000,seed7,7,100000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.1623692512512207,5,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step100000,seed7,7,100000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.14689260721206665,6,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step100000,seed7,7,100000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.1334770917892456,7,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step100000,seed7,7,100000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.10555732250213623,8,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step100000,seed7,7,100000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.09286653995513916,9,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step100000,seed7,7,100000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.09872865676879883,10,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step100000,seed7,7,100000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.10617375373840332,11,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step100000,seed7,7,100000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0663374662399292,12,2.0,6,7,1,162322944,EleutherAI/pythia-160m,step100000,seed7,7,100000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0,0,2.818181818,7,6,1,162322944,EleutherAI/pythia-160m,step100000,seed7,7,100000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.049642086029052734,1,2.818181818,7,6,1,162322944,EleutherAI/pythia-160m,step100000,seed7,7,100000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.08164399862289429,2,2.818181818,7,6,1,162322944,EleutherAI/pythia-160m,step100000,seed7,7,100000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.08178657293319702,3,2.818181818,7,6,1,162322944,EleutherAI/pythia-160m,step100000,seed7,7,100000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.13137191534042358,4,2.818181818,7,6,1,162322944,EleutherAI/pythia-160m,step100000,seed7,7,100000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.10869413614273071,5,2.818181818,7,6,1,162322944,EleutherAI/pythia-160m,step100000,seed7,7,100000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.08921068906784058,6,2.818181818,7,6,1,162322944,EleutherAI/pythia-160m,step100000,seed7,7,100000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.06685525178909302,7,2.818181818,7,6,1,162322944,EleutherAI/pythia-160m,step100000,seed7,7,100000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.06251168251037598,8,2.818181818,7,6,1,162322944,EleutherAI/pythia-160m,step100000,seed7,7,100000
